Title: The Spatial Structure of Young Stellar Clusters. I. Subclusters 
Authors: Kuhn M.A., Feigelson E.D., Getman K.V., Baddeley A.J., Broos P.S., 
         Sills A., Bate M.R., Povich M.S., Luhman K.L., Busk H.A., Naylor T., 
         King R.R. 
Table: Star Positions in the Statistical Sample
================================================================================
Byte-by-byte Description of file: stars_mrt.txt
--------------------------------------------------------------------------------
   Bytes Format Units Label        Explanations
--------------------------------------------------------------------------------
   1-  7 A7     ---   target       MYStIX region name
   9- 26 A18    ---   designation  MPCM source designation (1)
  28- 38 F11.7  deg   RAdeg        Right Ascension in decimal degrees (J2000)
  40- 50 F11.7  deg   DEdeg        Declination in decimal degrees (J2000)
--------------------------------------------------------------------------------
Note (1): MPCM are MYStIX Probable Complex Members, which are defined by 
          Broos et al. (2013).
--------------------------------------------------------------------------------
rcw38   085905.65-473044.4 134.7735780 -47.5123370
rcw38   085905.67-473046.6 134.7736450 -47.5129540
rcw38   085905.75-473044.7 134.7739890 -47.5124350
rcw38   085905.76-473009.0 134.7740200 -47.5025170
rcw38   085905.78-473028.8 134.7741150 -47.5080020
rcw38   085905.86-473036.5 134.7744520 -47.5101550
rcw38   085905.89-473047.2 134.7745490 -47.5131160
rcw38   085905.90-473030.7 134.7745990 -47.5085520
rcw38   085905.94-473042.4 134.7747820 -47.5117880
rcw38   085905.96-473054.9 134.7748390 -47.5152530
rcw38   085905.96-473519.6 134.7748580 -47.5887790
rcw38   085905.99-473151.5 134.7749690 -47.5309830
rcw38   085906.04-473134.2 134.7751680 -47.5261930
rcw38   085906.05-473020.9 134.7752300 -47.5058170
rcw38   085906.09-473034.7 134.7753940 -47.5096520
rcw38   085906.12-473101.1 134.7755080 -47.5169830
rcw38   085906.15-473035.5 134.7756400 -47.5098660
rcw38   085906.15-473027.3 134.7756500 -47.5075850
rcw38   085906.20-473051.4 134.7758630 -47.5142920
rcw38   085906.21-473044.4 134.7759030 -47.5123530
rcw38   085906.23-472531.3 134.7759870 -47.4253680
rcw38   085906.24-472958.6 134.7760020 -47.4996340
rcw38   085906.27-473025.9 134.7761300 -47.5072090
rcw38   085906.38-472910.0 134.7766200 -47.4861220
rcw38   085906.44-473037.4 134.7768610 -47.5104120
rcw38   085906.51-473126.5 134.7771400 -47.5240300
rcw38   085906.54-473115.8 134.7772770 -47.5210710
rcw38   085906.61-473100.0 134.7775460 -47.5166780
rcw38   085906.63-473018.3 134.7776420 -47.5051050
rcw38   085906.63-473021.9 134.7776440 -47.5061000
rcw38   085906.68-473101.5 134.7778690 -47.5170910
rcw38   085906.73-472957.7 134.7780820 -47.4993740
rcw38   085906.81-472941.3 134.7784140 -47.4948140
rcw38   085906.82-473102.3 134.7784350 -47.5173230
rcw38   085906.92-473102.4 134.7788350 -47.5173390
rcw38   085907.17-473117.8 134.7798920 -47.5216340
rcw38   085907.19-472957.9 134.7799770 -47.4994200
rcw38   085907.25-472336.1 134.7802264 -47.3933738
rcw38   085907.26-473114.7 134.7802890 -47.5207530
rcw38   085907.36-473136.0 134.7806870 -47.5266740
rcw38   085907.36-473305.2 134.7806910 -47.5514690
rcw38   085907.38-473046.1 134.7807910 -47.5128210
rcw38   085907.45-472916.0 134.7810770 -47.4877820
rcw38   085907.74-473044.7 134.7822500 -47.5124190
rcw38   085907.91-473100.6 134.7829980 -47.5168390
rcw38   085907.96-473025.7 134.7832050 -47.5071600
rcw38   085907.99-473122.5 134.7833130 -47.5229270
rcw38   085908.02-473038.5 134.7834500 -47.5107040
rcw38   085908.08-473047.4 134.7836900 -47.5131780
rcw38   085908.14-473038.8 134.7839230 -47.5107940
rcw38   085908.29-473516.8 134.7845760 -47.5880260
rcw38   085908.39-472954.7 134.7849850 -47.4985430
rcw38   085908.44-473719.4 134.7852030 -47.6220740
rcw38   085908.56-473049.6 134.7857060 -47.5137820
rcw38   085908.71-473036.6 134.7863080 -47.5101810
rcw38   085908.75-473026.9 134.7864960 -47.5074780
rcw38   085908.77-473037.1 134.7865560 -47.5103130
rcw38   085909.05-473041.3 134.7877220 -47.5114850
rcw38   085909.11-472916.7 134.7879630 -47.4879870
rcw38   085909.14-473405.1 134.7881150 -47.5681110
rcw38   085909.30-472919.1 134.7887820 -47.4886410
rcw38   085909.53-473118.1 134.7897330 -47.5217180
rcw38   085909.55-473025.5 134.7898310 -47.5071030
rcw38   085909.62-473025.4 134.7900880 -47.5070650
rcw38   085909.70-472845.3 134.7904320 -47.4792730
rcw38   085909.72-472438.3 134.7905348 -47.4106532
rcw38   085909.95-473027.7 134.7914680 -47.5077090
rcw38   085909.99-472940.9 134.7916590 -47.4947120
rcw38   085910.27-473108.0 134.7928230 -47.5188940
rcw38   085910.57-472349.4 134.7940610 -47.3970640
rcw38   085911.10-473922.1 134.7962540 -47.6561560
rcw38   085911.58-473015.9 134.7982870 -47.5044390
rcw38   085911.79-472837.5 134.7991560 -47.4770920
rcw38   085911.86-472943.5 134.7994550 -47.4954360
rcw38   085912.72-473000.0 134.8030160 -47.5000080
rcw38   085913.39-472933.1 134.8058310 -47.4925420
rcw38   085913.45-473247.5 134.8060550 -47.5465430
rcw38   085914.00-472856.4 134.8083440 -47.4823610
rcw38   085914.43-473050.8 134.8101620 -47.5141200
rcw38   085914.46-473118.9 134.8102560 -47.5219440
rcw38   085914.47-472420.5 134.8103160 -47.4057050
rcw38   085914.59-472650.0 134.8108170 -47.4472390
rcw38   085914.71-473147.5 134.8113290 -47.5298770
rcw38   085914.75-472931.4 134.8114810 -47.4920690
rcw38   085914.80-472932.0 134.8116830 -47.4922340
rcw38   085914.87-472658.4 134.8119680 -47.4495740
rcw38   085914.89-472927.9 134.8120780 -47.4910920
rcw38   085915.30-472705.7 134.8137580 -47.4516070
rcw38   085915.61-472746.0 134.8150690 -47.4627790
rcw38   085915.63-472609.2 134.8151630 -47.4359100
rcw38   085915.76-472701.5 134.8156730 -47.4504240
rcw38   085915.84-472853.2 134.8160030 -47.4814590
rcw38   085915.90-473257.5 134.8162810 -47.5493090
rcw38   085916.01-473110.1 134.8167110 -47.5194740
rcw38   085916.30-472841.6 134.8179550 -47.4782370
rcw38   085916.56-472749.5 134.8190150 -47.4637570
rcw38   085916.69-473038.4 134.8195580 -47.5106730
rcw38   085916.80-473004.0 134.8200100 -47.5011170
rcw38   085916.85-472748.9 134.8202320 -47.4635870
rcw38   085916.98-473302.8 134.8207540 -47.5507860
rcw38   085917.24-473011.1 134.8218580 -47.5030960
rcw38   085917.28-472942.1 134.8220230 -47.4950290
rcw38   085917.30-473011.4 134.8221150 -47.5031870
rcw38   085917.74-472851.5 134.8239390 -47.4809870
rcw38   085918.01-472442.6 134.8250630 -47.4118350
rcw38   085918.60-472556.2 134.8275080 -47.4323010
rcw38   085918.96-473225.0 134.8290160 -47.5402830
rcw38   085919.31-472928.5 134.8304610 -47.4912670
rcw38   085919.72-472401.9 134.8321740 -47.4005360
rcw38   085919.91-473118.7 134.8329950 -47.5218730
rcw38   085919.97-472935.4 134.8332200 -47.4931680
rcw38   085920.23-472829.1 134.8343130 -47.4747720
rcw38   085920.29-473106.1 134.8345590 -47.5183640
rcw38   085920.70-472617.2 134.8362520 -47.4381330
rcw38   085920.94-472914.1 134.8372620 -47.4872640
rcw38   085921.31-472555.5 134.8388080 -47.4321100
rcw38   085921.30-473325.0 134.8387720 -47.5569530
rcw38   085921.58-472928.9 134.8399250 -47.4913860
rcw38   085921.72-473234.3 134.8405210 -47.5428710
rcw38   085921.91-473038.3 134.8413020 -47.5106560
rcw38   085922.22-472550.1 134.8425980 -47.4305880
rcw38   085922.85-472633.6 134.8452480 -47.4426690
rcw38   085922.95-472641.5 134.8456283 -47.4448655
rcw38   085923.54-473551.6 134.8481030 -47.5976830
rcw38   085923.59-473750.8 134.8483030 -47.6307910
rcw38   085923.60-472649.9 134.8483650 -47.4472080
rcw38   085923.66-472523.5 134.8485840 -47.4232180
rcw38   085924.36-473044.4 134.8515180 -47.5123390
rcw38   085924.69-473802.8 134.8529140 -47.6341290
rcw38   085924.73-473829.0 134.8530610 -47.6413960
rcw38   085925.95-472726.3 134.8581400 -47.4573100
rcw38   085926.26-472754.6 134.8594200 -47.4651680
rcw38   085926.32-473958.4 134.8596850 -47.6662400
rcw38   085926.55-473007.9 134.8606450 -47.5022060
rcw38   085927.31-473710.3 134.8638280 -47.6195320
rcw38   085927.84-472803.0 134.8660070 -47.4675100
rcw38   085928.18-472926.0 134.8674280 -47.4905810
rcw38   085928.33-472619.8 134.8680740 -47.4388450
rcw38   085928.60-472937.8 134.8692060 -47.4938510
rcw38   085928.78-473222.1 134.8699510 -47.5394780
rcw38   085928.92-473140.5 134.8705150 -47.5279180
rcw38   085929.05-472055.8 134.8710482 -47.3488407
rcw38   085929.95-473150.0 134.8748240 -47.5305680
rcw38   085930.00-472633.8 134.8750410 -47.4427410
rcw38   085930.66-472449.6 134.8777860 -47.4137990
rcw38   085931.20-473318.1 134.8800350 -47.5550534
rcw38   085931.26-473330.4 134.8802550 -47.5584530
rcw38   085931.50-473350.3 134.8812550 -47.5639996
rcw38   085931.63-473156.7 134.8818130 -47.5324270
rcw38   085932.44-473235.8 134.8851830 -47.5432940
rcw38   085933.32-473253.6 134.8888430 -47.5482270
rcw38   085934.21-473832.9 134.8925560 -47.6424750
rcw38   085934.45-472715.6 134.8935640 -47.4543500
rcw38   085934.74-472840.4 134.8947680 -47.4779010
rcw38   085935.21-472632.0 134.8967410 -47.4422320
rcw38   085935.37-472723.3 134.8974070 -47.4564970
rcw38   085935.41-472818.1 134.8975430 -47.4717060
rcw38   085935.58-473137.1 134.8982600 -47.5269930
rcw38   085936.17-472557.9 134.9007270 -47.4327770
rcw38   085936.93-473304.6 134.9039090 -47.5512920
rcw38   085937.41-473435.1 134.9058760 -47.5764350
rcw38   085938.88-472733.0 134.9120390 -47.4591670
rcw38   085938.99-472720.1 134.9124810 -47.4555930
rcw38   085940.24-473027.6 134.9177010 -47.5076940
rcw38   085941.56-473507.9 134.9231990 -47.5855520
rcw38   085942.07-472419.7 134.9253320 -47.4054910
rcw38   085942.73-472628.4 134.9280700 -47.4412260
rcw38   085944.48-473318.3 134.9353670 -47.5551110
rcw38   085946.73-473153.4 134.9447240 -47.5315210
rcw38   085946.88-473804.4 134.9453480 -47.6345600
rcw38   085948.35-472640.7 134.9514990 -47.4446560
rcw38   085949.10-473227.7 134.9545980 -47.5410510
rcw38   085949.20-472442.9 134.9550210 -47.4119200
rcw38   085950.40-472656.7 134.9600390 -47.4490970
rcw38   085951.47-473323.9 134.9644630 -47.5566460
rcw38   085952.10-473648.3 134.9671120 -47.6134240
rcw38   085953.63-472845.9 134.9734730 -47.4794430
rcw38   085953.89-472742.6 134.9745620 -47.4618340
rcw38   085954.56-472356.1 134.9773490 -47.3989230
rcw38   085955.26-473719.9 134.9802520 -47.6222080
rcw38   085956.08-473304.3 134.9837050 -47.5512050
rcw38   085957.92-473214.7 134.9913420 -47.5374180
rcw38   085958.67-472701.9 134.9944920 -47.4505330
rcw38   085959.63-472635.7 134.9984890 -47.4432720
rcw38   090004.83-472708.2 135.0201590 -47.4522860
rcw38   090006.68-473032.4 135.0278400 -47.5090100
rcw38   085819.86-473227.0 134.5827711 -47.5408393
rcw38   085820.52-473049.4 134.5855136 -47.5137308
rcw38   085822.00-473107.5 134.5916924 -47.5187664
rcw38   085823.62-473004.3 134.5984464 -47.5012007
rcw38   085823.86-473240.6 134.5994340 -47.5446295
rcw38   085825.31-473054.0 134.6054638 -47.5150183
rcw38   085825.52-473134.9 134.6063575 -47.5263842
rcw38   085825.58-473051.5 134.6066004 -47.5143160
rcw38   085826.21-473041.7 134.6092168 -47.5115885
rcw38   085829.64-473345.9 134.6235207 -47.5627708
rcw38   085829.99-473210.7 134.6249846 -47.5363294
rcw38   085832.30-473232.0 134.6346032 -47.5422409
rcw38   085832.69-473118.7 134.6362215 -47.5218755
rcw38   085837.81-473117.3 134.6575746 -47.5214791
rcw38   085842.73-473513.4 134.6780800 -47.5870561
rcw38   085843.04-473204.7 134.6793595 -47.5346397
rcw38   085843.60-473118.5 134.6816721 -47.5218155
rcw38   085844.06-473323.9 134.6836000 -47.5566451
rcw38   085844.54-473406.4 134.6855973 -47.5684604
rcw38   085845.62-473452.5 134.6900957 -47.5812624
rcw38   085846.02-473447.6 134.6917766 -47.5798982
rcw38   085846.29-472751.3 134.6928788 -47.4642766
rcw38   085847.12-472844.2 134.6963725 -47.4789579
rcw38   085847.98-472940.9 134.6999219 -47.4947051
rcw38   085848.21-473100.2 134.7009116 -47.5167356
rcw38   085848.95-472645.5 134.7039972 -47.4459909
rcw38   085849.29-472708.2 134.7054007 -47.4522833
rcw38   085851.03-472743.0 134.7126611 -47.4619585
rcw38   085851.99-473245.9 134.7166492 -47.5460967
rcw38   085859.92-472651.2 134.7496777 -47.4475702
rcw38   085900.39-472559.1 134.7516513 -47.4330915
rcw38   085901.29-472605.3 134.7553879 -47.4348174
rcw38   085903.62-472636.7 134.7650834 -47.4435292
rcw38   085907.63-473823.1 134.7818220 -47.6397733
rcw38   085909.02-472537.7 134.7875997 -47.4271611
rcw38   085909.96-472609.5 134.7915021 -47.4359891
rcw38   085910.39-472740.2 134.7932993 -47.4611679
rcw38   085910.57-472238.9 134.7940538 -47.3774841
rcw38   085911.24-472237.5 134.7968359 -47.3771073
rcw38   085913.74-472905.4 134.8072859 -47.4848531
rcw38   085913.93-472743.4 134.8080516 -47.4620587
rcw38   085915.26-472719.4 134.8136229 -47.4554140
rcw38   085915.46-472814.4 134.8144242 -47.4706848
rcw38   085915.70-472819.0 134.8154352 -47.4719451
rcw38   085916.55-473025.4 134.8189736 -47.5070584
rcw38   085916.68-472939.5 134.8195324 -47.4943123
rcw38   085916.77-472754.7 134.8198843 -47.4652041
rcw38   085918.14-471840.5 134.8255928 -47.3112527
rcw38   085918.19-473020.8 134.8258116 -47.5057896
rcw38   085918.22-472854.4 134.8259521 -47.4817819
rcw38   085918.31-472831.0 134.8263272 -47.4752858
rcw38   085918.38-473742.5 134.8266012 -47.6284853
rcw38   085918.44-473551.6 134.8268577 -47.5976718
rcw38   085920.93-472848.8 134.8372421 -47.4802284
rcw38   085921.09-472228.2 134.8379088 -47.3745066
rcw38   085924.86-472314.8 134.8536043 -47.3874588
rcw38   085926.79-473837.9 134.8616284 -47.6438739
rcw38   085930.10-473839.3 134.8754317 -47.6442697
rcw38   085931.51-473724.3 134.8812995 -47.6234389
rcw38   085931.52-474154.7 134.8813531 -47.6985349
rcw38   085932.55-474111.9 134.8856643 -47.6866461
rcw38   085935.51-473216.4 134.8979783 -47.5379100
rcw38   085937.74-473843.8 134.9072536 -47.6455020
rcw38   085938.77-473935.8 134.9115772 -47.6599572
rcw38   085941.47-473919.1 134.9228001 -47.6553150
rcw38   085942.34-473859.4 134.9264366 -47.6498431
rcw38   085947.55-473634.3 134.9481536 -47.6095426
rcw38   085947.80-473734.5 134.9491839 -47.6262527
rcw38   085954.10-473620.8 134.9754372 -47.6057976
rcw38   090006.47-472930.8 135.0269588 -47.4919098
rcw38   090015.51-472624.6 135.0646262 -47.4401853
rcw38   090017.29-473016.8 135.0720501 -47.5046939
rcw38   090022.40-473129.8 135.0933631 -47.5249659
ngc6334 171915.47-360226.3 259.8144940 -36.0406410
ngc6334 171915.55-355559.8 259.8148260 -35.9332870
ngc6334 171916.06-355408.4 259.8169370 -35.9023480
ngc6334 171916.53-360344.2 259.8188800 -36.0622830
ngc6334 171917.23-355235.1 259.8218000 -35.8764400
ngc6334 171917.97-355004.9 259.8248920 -35.8347010
ngc6334 171918.05-355327.4 259.8252350 -35.8909450
ngc6334 171918.55-360157.3 259.8273000 -36.0325930
ngc6334 171918.68-360239.4 259.8278570 -36.0442990
ngc6334 171919.97-355632.0 259.8332500 -35.9422400
ngc6334 171921.82-355552.3 259.8409340 -35.9312070
ngc6334 171922.41-355039.0 259.8434000 -35.8441700
ngc6334 171923.27-360013.6 259.8469800 -36.0037940
ngc6334 171923.85-355359.8 259.8494000 -35.8999600
ngc6334 171925.87-355234.4 259.8578260 -35.8762270
ngc6334 171926.19-355957.8 259.8591520 -35.9993950
ngc6334 171926.24-354954.0 259.8593340 -35.8316940
ngc6334 171928.86-360413.5 259.8702700 -36.0704300
ngc6334 171929.44-355730.8 259.8726800 -35.9585700
ngc6334 171929.49-355512.3 259.8729000 -35.9200970
ngc6334 171929.56-360210.9 259.8731695 -36.0363740
ngc6334 171929.73-360013.2 259.8738930 -36.0036700
ngc6334 171930.16-360237.6 259.8756930 -36.0438000
ngc6334 171930.83-354927.6 259.8784740 -35.8243410
ngc6334 171932.43-360446.5 259.8851300 -36.0795940
ngc6334 171932.97-355006.5 259.8874020 -35.8351470
ngc6334 171933.11-354909.9 259.8879940 -35.8194310
ngc6334 171933.16-360200.8 259.8882000 -36.0335740
ngc6334 171933.57-355410.0 259.8899000 -35.9027940
ngc6334 171934.12-360010.1 259.8922000 -36.0028150
ngc6334 171934.64-360126.6 259.8943500 -36.0240670
ngc6334 171934.80-360323.1 259.8950310 -36.0564350
ngc6334 171936.33-355240.1 259.9014000 -35.8778080
ngc6334 171936.34-360149.1 259.9014410 -36.0303110
ngc6334 171936.35-360345.0 259.9014660 -36.0625270
ngc6334 171937.18-355706.6 259.9049400 -35.9518470
ngc6334 171940.66-355911.5 259.9194300 -35.9865380
ngc6334 171940.68-355954.8 259.9195290 -35.9985620
ngc6334 171941.10-360341.2 259.9212660 -36.0614680
ngc6334 171941.36-355520.9 259.9223600 -35.9224930
ngc6334 171941.65-355837.3 259.9235800 -35.9770280
ngc6334 171941.86-354815.0 259.9244550 -35.8041840
ngc6334 171941.96-355313.4 259.9248480 -35.8870810
ngc6334 171942.11-355606.8 259.9255000 -35.9352400
ngc6334 171942.25-355421.7 259.9260600 -35.9060300
ngc6334 171943.05-360337.6 259.9293830 -36.0604660
ngc6334 171943.34-360411.7 259.9305940 -36.0699350
ngc6334 171943.32-360440.8 259.9305400 -36.0780030
ngc6334 171943.72-360149.7 259.9321990 -36.0304970
ngc6334 171944.33-355507.6 259.9347410 -35.9188000
ngc6334 171944.47-360444.3 259.9353190 -36.0789950
ngc6334 171944.57-355400.5 259.9357300 -35.9001500
ngc6334 171944.62-355356.4 259.9359400 -35.8990170
ngc6334 171945.19-355849.4 259.9383310 -35.9804150
ngc6334 171945.94-355410.5 259.9414250 -35.9029190
ngc6334 171946.95-355310.9 259.9456500 -35.8863680
ngc6334 171947.40-355208.9 259.9475400 -35.8691520
ngc6334 171947.73-355442.1 259.9488940 -35.9116990
ngc6334 171948.78-355638.6 259.9532500 -35.9440800
ngc6334 171948.95-354906.6 259.9539830 -35.8185200
ngc6334 171948.93-355714.0 259.9539130 -35.9539140
ngc6334 171949.82-360338.0 259.9575980 -36.0605810
ngc6334 171950.10-355620.5 259.9587550 -35.9390510
ngc6334 171950.30-355054.3 259.9596170 -35.8484340
ngc6334 171950.83-355646.8 259.9618200 -35.9463600
ngc6334 171950.87-360338.0 259.9619950 -36.0605610
ngc6334 171951.11-355643.2 259.9629800 -35.9453470
ngc6334 171951.16-355631.2 259.9631750 -35.9420130
ngc6334 171951.32-355325.7 259.9638400 -35.8904840
ngc6334 171951.63-355508.9 259.9651500 -35.9191600
ngc6334 171951.67-355521.3 259.9653200 -35.9225880
ngc6334 171952.04-360200.6 259.9668570 -36.0335180
ngc6334 171952.48-355914.2 259.9687000 -35.9872800
ngc6334 171952.49-355620.7 259.9687130 -35.9390920
ngc6334 171952.61-355401.6 259.9692130 -35.9004610
ngc6334 171952.82-355037.5 259.9700900 -35.8437630
ngc6334 171952.83-360048.5 259.9701500 -36.0134850
ngc6334 171952.91-355106.9 259.9705000 -35.8519330
ngc6334 171953.00-354931.9 259.9708690 -35.8255390
ngc6334 171953.11-355311.6 259.9713300 -35.8865710
ngc6334 171953.17-360317.1 259.9715680 -36.0547550
ngc6334 171953.28-354829.2 259.9720050 -35.8081250
ngc6334 171953.31-355351.8 259.9721400 -35.8977470
ngc6334 171953.80-355553.9 259.9742050 -35.9316520
ngc6334 171953.93-355908.2 259.9747300 -35.9856150
ngc6334 171954.37-355324.8 259.9765550 -35.8902420
ngc6334 171954.38-355810.4 259.9766000 -35.9695600
ngc6334 171954.47-355243.9 259.9770000 -35.8788720
ngc6334 171954.49-355324.7 259.9770800 -35.8902200
ngc6334 171954.89-355311.7 259.9787300 -35.8865900
ngc6334 171954.90-355557.8 259.9787630 -35.9327260
ngc6334 171954.90-355516.5 259.9787650 -35.9212550
ngc6334 171955.28-355531.9 259.9803410 -35.9255410
ngc6334 171955.35-355635.2 259.9806640 -35.9431270
ngc6334 171955.69-360332.3 259.9820480 -36.0589940
ngc6334 171955.69-355326.0 259.9820810 -35.8905670
ngc6334 171955.72-355627.2 259.9821940 -35.9409090
ngc6334 171955.82-355409.8 259.9826000 -35.9027330
ngc6334 171956.00-355451.5 259.9833700 -35.9143200
ngc6334 171956.04-355703.3 259.9835150 -35.9509370
ngc6334 171956.05-355655.1 259.9835530 -35.9486650
ngc6334 171956.13-355405.5 259.9839000 -35.9015390
ngc6334 171956.19-355833.8 259.9841540 -35.9760600
ngc6334 171956.29-355152.8 259.9845470 -35.8646720
ngc6334 171956.38-355503.0 259.9849500 -35.9175260
ngc6334 171956.47-355656.5 259.9853110 -35.9490460
ngc6334 171956.49-355319.2 259.9853880 -35.8886850
ngc6334 171956.85-355727.2 259.9868800 -35.9575800
ngc6334 171956.95-355624.3 259.9873000 -35.9400900
ngc6334 171957.01-355416.0 259.9875560 -35.9044460
ngc6334 171957.13-355359.0 259.9880700 -35.8997230
ngc6334 171957.31-355331.7 259.9888060 -35.8921660
ngc6334 171957.30-355722.9 259.9887840 -35.9563880
ngc6334 171957.46-355336.1 259.9894260 -35.8933750
ngc6334 171957.66-355741.6 259.9902550 -35.9615670
ngc6334 171957.94-355412.1 259.9914200 -35.9033700
ngc6334 171958.13-355438.9 259.9922500 -35.9108120
ngc6334 171958.27-355333.6 259.9928300 -35.8926800
ngc6334 171958.57-355359.9 259.9940500 -35.8999800
ngc6334 171958.66-355413.1 259.9944500 -35.9036640
